Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
AXA;FR0000120628;CS;"Euronext Paris";EUR;44.92;45.00;44.43;44.63;"03/08/2026 17:35";CET;3101670;138586399.48;44.63;03/08/2026
AYVENS;FR0013258662;AYV;"Euronext Paris";EUR;11.79;11.87;11.70;11.81;"03/08/2026 17:35";CET;660099;7791758.04;11.81;03/08/2026
"AZ LEASING";IT0004812258;MLAZL;"Euronext Access Paris";EUR;0.625;0.625;0.625;0.625;"06/03/2024 11:30";CET;16;10.00;0.625;03/08/2026
"AZOREAN TECH";PTAZR0AM0006;MLAAT;"Euronext Access Paris";EUR;0.258;0.258;0.258;0.258;"27/07/2026 11:30";CET;10;2.58;0.258;03/08/2026
BAIKOWSKI;FR0013384369;ALBKK;"Euronext Growth Paris";EUR;25.00;26.00;24.30;26.00;"03/08/2026 17:35";CET;265;6545.30;26.00;03/08/2026
"BAINS MER MONACO";MC0000031187;BAIN;"Euronext Paris";EUR;140.00;140.00;138.00;139.00;"03/08/2026 17:18";CET;369;51272.50;139.00;03/08/2026
"BARBARA BUI";FR0000062788;BUI;"Euronext Paris";EUR;3.80;3.80;3.80;3.80;"20/07/2026 16:30";CET;17;64.60;3.80;03/08/2026
"BARINGS CORE SPAIN";ES0105362000;MLBAR;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"18/09/2018 00:00";CET;-;-;0.0005;03/08/2026
BASSAC;FR0004023208;BASS;"Euronext Paris";EUR;43.90;44.40;43.70;44.30;"03/08/2026 17:29";CET;1145;50436.70;44.30;03/08/2026
"BASTIDE LE CONFORT";FR0000035370;BLC;"Euronext Paris";EUR;23.40;23.40;22.85;23.10;"03/08/2026 17:35";CET;2726;62986.55;23.10;03/08/2026
"BEBO HEALTH";CH1148983609;MLBBO;"Euronext Access Paris";EUR;0.184;0.184;0.184;0.184;"14/07/2026 16:30";CET;1000;184.00;0.184;03/08/2026
BENETEAU;FR0000035164;BEN;"Euronext Paris";EUR;6.05;6.15;6.02;6.05;"03/08/2026 17:37";CET;66667;404979.34;6.05;03/08/2026
"BERNARD LOISEAU";FR0000066961;ALDBL;"Euronext Growth Paris";EUR;4.14;4.14;3.78;3.78;"31/07/2026 16:30";CET;398;1552.68;3.78;03/08/2026
BIC;FR0000120966;BB;"Euronext Paris";EUR;67.30;68.10;66.50;67.60;"03/08/2026 17:35";CET;65782;4440172.80;67.60;03/08/2026
"BIGBEN INTERACTIVE";FR0000074072;BIG;"Euronext Paris";EUR;0.368;0.373;0.368;0.373;"03/08/2026 17:35";CET;11751;4354.88;0.373;03/08/2026
BILENDI;FR0004174233;ALBLD;"Euronext Growth Paris";EUR;13.20;13.98;13.12;13.30;"03/08/2026 17:35";CET;5985;80234.27;13.30;03/08/2026
"BIMMART INVESTMENT";ES0106008008;MLBIM;"Euronext Access Paris";EUR;-;-;-;16.00;"09/03/2026 00:00";CET;-;-;15.70;03/08/2026
"BIO-UV GROUP";FR0013345493;ALTUV;"Euronext Growth Paris";EUR;1.28;1.29;1.28;1.28;"03/08/2026 17:24";CET;12072;15466.54;1.28;03/08/2026
BIOMERIEUX;FR0013280286;BIM;"Euronext Paris";EUR;69.40;72.35;69.40;72.25;"03/08/2026 17:35";CET;193757;13897587.70;72.25;03/08/2026
BIOPHYTIS;FR001400OLP5;ALBPS;"Euronext Growth Paris";EUR;0.0075;0.0441;0.0074;0.04;"03/08/2026 17:35";CET;122341767;3171924.37;0.04;03/08/2026
"BIOPHYTIS BSA";FR001400YN90;BPYBS;"Euronext Growth Paris";EUR;0.0025;0.0025;0.0025;0.0025;"26/03/2026 16:16";CET;450000;1125.00;0.0025;03/08/2026
"BIOPHYTIS BSA";FR001400LN79;BPBS;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/08/2026 16:55";CET;28058455;14029.26;0.0005;03/08/2026
"BIOPHYTIS BSA31";FR0014016WC0;BIBS3;"Euronext Growth Paris";EUR;0.005;0.005;0.005;0.005;"03/08/2026 15:14";CET;800;4.00;0.005;03/08/2026
BIOSENIC;BE0974280126;BIOS;"Euronext Brussels, Paris";EUR;0.002;0.002;0.002;0.002;"26/05/2026 10:35";CET;70735;141.47;0.002;03/08/2026
BIOSYNEX;FR0011005933;ALBIO;"Euronext Growth Paris";EUR;0.92;0.92;0.902;0.92;"03/08/2026 17:35";CET;8486;7698.45;0.92;03/08/2026
BLEECKER;FR0000062150;BLEE;"Euronext Paris";EUR;115.00;115.00;115.00;115.00;"03/08/2026 11:30";CET;6;690.00;115.00;03/08/2026
"BLUE SHARK POWER";FR0013340973;MLBSP;"Euronext Access Paris";EUR;3.70;3.70;3.70;3.70;"30/07/2026 16:30";CET;5;18.50;3.70;03/08/2026
BLUELINEA;FR0011041011;ALBLU;"Euronext Growth Paris";EUR;0.216;0.216;0.216;0.216;"03/08/2026 12:24";CET;3;0.65;0.216;03/08/2026
"BNP PARIBAS ACT.A";FR0000131104;BNP;"Euronext Paris";EUR;110.68;111.78;110.56;111.78;"03/08/2026 17:35";CET;1726832;192560640.43;111.78;03/08/2026
"BOA CONCEPT";FR0011365907;ALBOA;"Euronext Growth Paris";EUR;14.00;14.00;13.90;14.00;"03/08/2026 15:25";CET;127;1773.20;14.00;03/08/2026
"BODY ONE";FR0010106039;MLONE;"Euronext Access Paris";EUR;0.80;0.80;0.80;0.80;"31/07/2026 16:30";CET;5;4.00;0.80;03/08/2026
BOIRON;FR0000061129;BOI;"Euronext Paris";EUR;27.20;28.00;27.20;27.80;"03/08/2026 17:35";CET;1398;38839.10;27.80;03/08/2026
BOLLORE;FR0000039299;BOL;"Euronext Paris";EUR;3.874;3.878;3.718;3.766;"03/08/2026 17:37";CET;2756305;10381340.70;3.766;03/08/2026
BONDUELLE;FR0000063935;BON;"Euronext Paris";EUR;9.11;9.15;8.82;8.82;"03/08/2026 17:35";CET;20790;187540.97;8.82;03/08/2026
BONYF;BE6333353298;MLBON;"Euronext Access Paris";EUR;2.48;2.48;2.48;2.48;"15/07/2026 11:30";CET;20;49.60;2.48;03/08/2026
BOOSTHEAT;FR00140153G5;ALBOO;"Euronext Growth Paris";EUR;0.582;0.594;0.582;0.594;"03/08/2026 13:14";CET;271;159.77;0.594;03/08/2026
"BOURRELIER GROUP";FR0000054421;ALBOU;"Euronext Growth Paris";EUR;69.50;69.50;67.00;67.00;"03/08/2026 16:30";CET;3;206.00;67.00;03/08/2026
"BOURSE DIRECT";FR0000074254;BSD;"Euronext Paris";EUR;5.48;5.50;5.44;5.48;"03/08/2026 17:35";CET;4976;27159.42;5.48;03/08/2026
BOUYGUES;FR0000120503;EN;"Euronext Paris";EUR;49.40;50.20;48.99;49.28;"03/08/2026 17:35";CET;602700;29729789.66;49.28;03/08/2026
BROADPEAK;FR001400AJZ7;ALBPK;"Euronext Growth Paris";EUR;2.39;2.40;2.34;2.37;"03/08/2026 17:35";CET;5234;12392.97;2.37;03/08/2026
"BUREAU VERITAS";FR0006174348;BVI;"Euronext Paris";EUR;27.88;28.48;27.84;28.25;"03/08/2026 17:36";CET;1207786;34082967.91;28.25;03/08/2026
BURELLE;FR0000061137;BUR;"Euronext Paris";EUR;376.00;380.00;373.00;377.00;"03/08/2026 17:35";CET;234;88242.00;377.00;03/08/2026
"CA TOULOUSE 31 CCI";FR0000045544;CAT31;"Euronext Paris";EUR;122.46;122.46;120.00;120.00;"03/08/2026 17:35";CET;456;54847.44;120.00;03/08/2026
CAFOM;FR0010151589;ALCAF;"Euronext Growth Paris";EUR;12.85;12.85;12.70;12.70;"03/08/2026 17:15";CET;614;7823.75;12.70;03/08/2026
CALIBRE;FR0014004QR6;ALIBR;"Euronext Growth Paris";EUR;0.0003;0.0004;0.0003;0.0003;"12/06/2026 17:39";CET;367049187;110283.19;0.0003;03/08/2026
"CALIBRE BSA K2A";FR0013507985;IBRKA;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"12/02/2026 09:00";CET;480114;240.06;0.0005;03/08/2026
"CALIBRE BSA K2B";FR0013508009;IBRKB;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"19/02/2026 09:00";CET;20001;10.00;0.0005;03/08/2026
"CAMBODGE NOM.";FR001400SUB7;CBDG;"Euronext Paris";EUR;106.00;106.00;106.00;106.00;"03/08/2026 16:41";CET;750;79500.00;106.00;03/08/2026
CAPGEMINI;FR0000125338;CAP;"Euronext Paris";EUR;103.90;109.80;103.90;107.20;"03/08/2026 17:36";CET;943390;101278006.08;107.20;03/08/2026
"CAPITAL B";FR0011053636;ALCPB;"Euronext Growth Paris";EUR;0.461;0.462;0.4421;0.462;"03/08/2026 17:35";CET;1989781;904197.87;0.462;03/08/2026
CARBIOS;FR0011648716;ALCRB;"Euronext Growth Paris";EUR;7.45;7.75;7.29;7.30;"03/08/2026 17:35";CET;25918;193155.39;7.30;03/08/2026
CARMILA;FR0010828137;CARM;"Euronext Paris";EUR;17.00;17.06;16.90;17.00;"03/08/2026 17:35";CET;96650;1642357.26;17.00;03/08/2026
CARREFOUR;FR0000120172;CA;"Euronext Paris";EUR;15.88;15.96;15.80;15.86;"03/08/2026 17:35";CET;1928833;30612757.56;15.86;03/08/2026
CARVOLIX;FR0013333077;CVX;"Euronext Paris";EUR;6.30;6.34;6.08;6.14;"03/08/2026 17:36";CET;30402;188152.64;6.14;03/08/2026
"CASINO BSA1";FR001400OJ72;COBS1;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;-;-
"CASINO BSA3";FR001400OJ98;COBS3;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"03/07/2026 11:30";CET;1000000;500.00;0.0005;03/08/2026
"CASINO GUICHARD";FR001400OKR3;CO;"Euronext Paris";EUR;0.196;0.196;0.1826;0.1927;"03/08/2026 17:35";CET;346751;65600.60;0.1927;03/08/2026
"CATANA GROUP";FR0010193052;ALCAT;"Euronext Growth Paris";EUR;1.836;1.858;1.782;1.798;"03/08/2026 17:35";CET;66753;121070.73;1.798;03/08/2026
"CATERING INTL SCES";FR0000064446;ALCIS;"Euronext Growth Paris";EUR;20.20;20.40;20.10;20.10;"03/08/2026 17:27";CET;1655;33395.90;20.10;03/08/2026
CBI;FR0014007LW0;ALCBI;"Euronext Growth Paris";EUR;0.0901;0.0908;0.0862;0.0905;"03/08/2026 17:25";CET;298136;26749.25;0.0905;03/08/2026
"CBI BSA A";FR001400O416;CBBSA;"Euronext Growth Paris";EUR;0.014;0.014;0.014;0.014;"03/08/2026 09:00";CET;125;1.75;0.014;03/08/2026
"CBI BSA B";FR001400O408;CBSAB;"Euronext Growth Paris";EUR;0.003;0.003;0.003;0.003;"03/08/2026 09:00";CET;125;0.38;0.003;03/08/2026
"CBO TERRITORIA";FR0010193979;CBOT;"Euronext Paris";EUR;3.92;3.92;3.88;3.92;"03/08/2026 17:35";CET;14067;54786.02;3.92;03/08/2026
CEGEDIM;FR0000053506;ALCGM;"Euronext Growth Paris";EUR;10.30;10.86;10.12;10.50;"03/08/2026 17:35";CET;25271;261483.46;10.50;03/08/2026
CELLECTIS;FR0010425595;ALCLS;"Euronext Growth Paris";EUR;2.47;2.50;2.414;2.426;"03/08/2026 17:35";CET;59176;145163.38;2.426;03/08/2026
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;0.26;0.273;0.26;0.273;"03/08/2026 17:28";CET;9615;2518.72;0.273;03/08/2026
CFI;FR0000037475;CFI;"Euronext Paris";EUR;1.25;1.25;1.25;1.25;"31/07/2026 16:30";CET;240;300.00;1.25;03/08/2026
"CFM INDOSUEZWEALTH";MC0010000826;MLCFM;"Euronext Access Paris";EUR;1330.00;1330.00;1330.00;1330.00;"29/07/2026 17:12";CET;4;5320.00;1330.00;03/08/2026
"CH.FER DEPARTEMENT";FR0000037871;MLCFD;"Euronext Access Paris";EUR;1050.00;1050.00;1050.00;1050.00;"30/07/2026 16:30";CET;2;2100.00;-;-
"CHARWOOD ENERGY";FR001400AJ60;ALCWE;"Euronext Growth Paris";EUR;3.30;3.30;3.30;3.30;"03/08/2026 12:16";CET;58;191.40;3.30;03/08/2026
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;7.00;7.00;7.00;7.00;"29/05/2026 16:30";CET;4;28.00;7.00;03/08/2026
"CHEOPS TECHNOLOGY";FR0010447086;MLCHE;"Euronext Access Paris";EUR;55.50;55.50;55.50;55.50;"03/08/2026 11:53";CET;7;388.50;55.50;03/08/2026
"CHRISTIAN DIOR";FR0000130403;CDI;"Euronext Paris";EUR;436.20;451.20;436.20;445.00;"03/08/2026 17:35";CET;7162;3199624.90;445.00;03/08/2026
"CIBOX INTER A CTIV";FR0000054322;ALCBX;"Euronext Growth Paris";EUR;0.0115;0.0116;0.0112;0.0113;"03/08/2026 17:35";CET;771931;8794.26;0.0113;03/08/2026
"CIE DU MONT BLANC";FR0000060428;MLCMB;"Euronext Access Paris";EUR;250.00;250.00;250.00;250.00;"03/08/2026 16:30";CET;69;17250.00;250.00;03/08/2026
CIECHARGEURSINVEST;FR0000130692;CRI;"Euronext Paris";EUR;8.45;8.48;8.32;8.36;"03/08/2026 17:35";CET;11267;95090.07;8.36;03/08/2026
CLARANOVA;FR0013426004;ALCLA;"Euronext Growth Paris";EUR;0.635;0.665;0.624;0.65;"03/08/2026 17:37";CET;120666;78285.82;0.65;03/08/2026
CLARIANE;FR0010386334;CLARI;"Euronext Paris";EUR;4.01;4.086;3.96;4.018;"03/08/2026 17:35";CET;418317;1680531.68;4.018;03/08/2026
"CMG CLEANTECH";FR0013406881;MLCMG;"Euronext Access Paris";EUR;0.15;0.15;0.15;0.15;"30/07/2026 11:31";CET;10803;1620.45;0.15;03/08/2026
COFACE;FR0010667147;COFA;"Euronext Paris";EUR;15.76;16.14;15.70;16.11;"03/08/2026 17:35";CET;209215;3351933.13;16.11;03/08/2026
COFIDUR;FR0013257409;ALCOF;"Euronext Growth Paris";EUR;294.00;294.00;294.00;294.00;"03/08/2026 17:21";CET;12;3528.00;294.00;03/08/2026
COGRA;FR0011071570;ALCOG;"Euronext Growth Paris";EUR;6.74;6.76;6.60;6.72;"03/08/2026 14:49";CET;1563;10504.00;6.72;03/08/2026
COHERIS;FR0004031763;COH;"Euronext Paris";EUR;10.90;10.90;10.60;10.80;"03/08/2026 16:26";CET;410;4440.80;10.80;03/08/2026
COIL;BE0160342011;ALCOI;"Euronext Growth Paris";EUR;1.19;1.19;1.19;1.19;"31/07/2026 12:39";CET;3;3.57;1.19;03/08/2026
COLIPAYS;FR0010959684;MLCLP;"Euronext Access Paris";EUR;1.80;1.80;1.80;1.80;"03/08/2026 16:30";CET;12;21.60;1.80;03/08/2026
"COMPAGNIE ODET";FR0000062234;ODET;"Euronext Paris";EUR;1350.00;1355.00;1320.00;1328.00;"03/08/2026 17:35";CET;348;463495.00;1328.00;03/08/2026
"CONDOR TECHNOLOG";BE6252013725;MLMFI;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"29/02/2024 16:30";CET;1748;20976.00;12.00;03/08/2026
"CONSORT NT";FR0000077828;MLCNT;"Euronext Access Paris";EUR;60.00;60.00;60.00;60.00;"28/04/2026 11:30";CET;1;60.00;58.00;03/08/2026
"CONSTRUCTEURS BOIS";FR00140007I9;MLLCB;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"03/08/2026 11:30";CET;218;479.60;2.20;03/08/2026
"CORE SPAIN HOLDCO";ES0105660007;MLCOE;"Euronext Access Paris";EUR;16.60;16.60;16.60;16.60;"17/11/2022 00:00";CET;-;-;16.40;03/08/2026
"COREP LIGHTING";FR0010035816;MLCOR;"Euronext Access Paris";EUR;9.00;9.00;9.00;9.00;"27/02/2024 11:30";CET;47;423.00;9.00;03/08/2026
COTY;US2220702037;COTY;"Euronext Paris";EUR;2.32;2.36;2.32;2.36;"31/07/2026 16:00";CET;1345;3126.20;2.36;03/08/2026
"COURBET HERITAGE";FR0004998318;MLCOU;"Euronext Access Paris";EUR;1.29;1.29;1.29;1.29;"29/07/2026 16:30";CET;7;9.03;1.29;03/08/2026
COURTOIS;FR0000065393;COUR;"Euronext Paris";EUR;100.00;100.00;100.00;100.00;"30/07/2026 14:33";CET;1;100.00;100.00;03/08/2026
COVIVIO;FR0000064578;COV;"Euronext Paris";EUR;53.20;54.40;53.125;53.40;"03/08/2026 17:36";CET;137065;7339436.37;53.40;03/08/2026
"COVIVIO HOTELS";FR0000060303;COVH;"Euronext Paris";EUR;22.80;23.10;22.30;23.00;"03/08/2026 17:35";CET;1239;28025.70;23.00;03/08/2026
"CRCAM ALP.PROV.CCI";FR0000044323;CRAP;"Euronext Paris";EUR;139.52;140.14;137.54;139.02;"03/08/2026 13:12";CET;790;109470.54;139.02;03/08/2026
"CRCAM ATL.VEND.CCI";FR0000185506;CRAV;"Euronext Paris";EUR;142.20;142.20;140.70;140.70;"03/08/2026 17:35";CET;75;10637.98;140.70;03/08/2026
"CRCAM BRIE PIC2CCI";FR0010483768;CRBP2;"Euronext Paris";EUR;36.40;36.595;36.21;36.44;"03/08/2026 17:35";CET;4384;159835.79;36.44;03/08/2026
"CRCAM ILLE-VIL.CCI";FR0000045213;CIV;"Euronext Paris";EUR;113.00;115.84;112.80;114.00;"03/08/2026 14:54";CET;377;43166.40;114.00;03/08/2026
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;90.50;90.50;89.00;89.50;"03/08/2026 17:16";CET;595;53583.89;89.50;03/08/2026
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;96.51;96.51;96.50;96.50;"03/08/2026 09:07";CET;201;19398.36;96.50;03/08/2026
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;115.04;118.98;111.62;113.00;"03/08/2026 17:23";CET;605;68561.68;113.00;03/08/2026
"CRCAM NORD CCI";FR0000185514;CNDF;"Euronext Paris";EUR;29.61;29.90;29.25;29.42;"03/08/2026 17:35";CET;5360;158358.05;29.42;03/08/2026
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;162.60;163.98;162.02;163.98;"03/08/2026 16:04";CET;366;59568.14;163.98;03/08/2026
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;118.80;118.92;118.62;118.72;"03/08/2026 17:35";CET;711;84485.60;118.72;03/08/2026
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;225.55;226.00;224.00;224.05;"03/08/2026 15:07";CET;321;72264.50;224.05;03/08/2026
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;138.12;141.94;138.12;141.50;"03/08/2026 17:27";CET;269;37609.14;141.50;03/08/2026
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;19.34;19.52;19.34;19.445;"03/08/2026 17:35";CET;5020020;97572769.41;19.445;03/08/2026
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;1.52;1.60;1.494;1.514;"03/08/2026 17:35";CET;196128;300458.98;1.514;03/08/2026
"CROSSJECT BS27";FR001400UR90;CJBS;"Euronext Growth Paris";EUR;1.29;1.29;1.29;1.29;"03/08/2026 09:52";CET;300;387.00;1.29;03/08/2026
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;8.75;8.75;8.75;8.75;"30/07/2026 14:46";CET;20;175.00;8.75;03/08/2026
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;10.60;10.80;10.60;10.80;"03/08/2026 17:24";CET;32;343.20;10.80;03/08/2026
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;6.75;6.75;6.75;6.75;"17/06/2026 11:30";CET;10;67.50;6.75;03/08/2026
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;2.49;2.53;2.49;2.53;"03/08/2026 14:54";CET;1386;3480.91;2.53;03/08/2026
DANONE;FR0000120644;BN;"Euronext Paris";EUR;67.28;68.08;67.14;67.80;"03/08/2026 17:39";CET;1326713;89796690.47;67.80;03/08/2026
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;302.00;306.60;302.00;304.80;"03/08/2026 17:35";CET;60941;18566831.80;304.80;03/08/2026
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;20.29;21.44;20.29;20.75;"03/08/2026 17:39";CET;2897382;60529149.02;20.75;03/08/2026
DBT;FR001400LO86;ALDBT;"Euronext Growth Paris";EUR;0.043;0.043;0.0366;0.0386;"03/08/2026 17:35";CET;4250023;167814.04;0.0386;03/08/2026
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;2.35;2.36;2.256;2.32;"03/08/2026 17:36";CET;689325;1598644.13;2.32;03/08/2026
DEEZER;FR001400AYG6;DEEZR;"Euronext Paris";EUR;1.175;1.19;1.17;1.18;"03/08/2026 17:35";CET;35986;42434.39;1.18;03/08/2026
"DEEZER WARRANTS";FR0014004JF6;DEEZW;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"30/10/2024 09:00";CET;2;-;0.0005;03/08/2026
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;25.40;25.60;25.30;25.30;"03/08/2026 17:15";CET;2524;63894.70;25.30;03/08/2026
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;29.60;29.90;29.60;29.60;"03/08/2026 16:51";CET;547;16213.10;29.60;03/08/2026
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;35.90;36.20;35.40;36.20;"03/08/2026 16:32";CET;367;13173.70;36.20;03/08/2026
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;9.34;9.49;9.27;9.425;"03/08/2026 17:35";CET;159654;1500226.87;9.425;03/08/2026
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;10.20;10.20;10.20;10.20;"01/06/2026 11:30";CET;43;438.60;10.20;03/08/2026
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;1.085;1.09;1.08;1.09;"03/08/2026 15:24";CET;2908;3153.98;1.09;03/08/2026
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;18.85;18.85;18.70;18.70;"03/08/2026 15:44";CET;752;14065.25;18.70;03/08/2026
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;875.00;875.00;860.00;860.00;"31/07/2026 16:31";CET;7;6050.00;860.00;03/08/2026
DOLFINES;FR001400SP13;ALDOL;"Euronext Growth Paris";EUR;1.10;1.10;1.03;1.10;"03/08/2026 16:20";CET;339;371.83;1.10;03/08/2026
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;0.42;0.42;0.405;0.419;"03/08/2026 16:08";CET;2802;1137.69;0.419;03/08/2026
"DRONE VOLT";FR001400SVN0;ALDRV;"Euronext Growth Paris";EUR;0.356;0.3644;0.351;0.357;"03/08/2026 17:35";CET;172003;61143.02;0.357;03/08/2026
"DRONE VOLT BS28";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0.0076;0.0086;0.0076;0.0078;"03/08/2026 17:35";CET;2205530;18032.95;0.0078;03/08/2026
"DRONE VOLT BSA";FR0014011219;DRNBS;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
DRONEVOLTBS31;FR00140188H9;DVBS6;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-;-;-
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;0.70;0.70;0.70;0.70;"01/10/2025 11:30";CET;1269;888.30;0.70;03/08/2026
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;0.128;0.1338;0.1225;0.1276;"03/08/2026 17:35";CET;298184;38700.91;0.1276;03/08/2026
EAGLEFOOTBALLGROUP;FR0010428771;EFG;"Euronext Paris";EUR;1.84;1.84;1.72;1.825;"03/08/2026 17:25";CET;1863;3328.16;1.825;03/08/2026
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;1.26;1.26;1.26;1.26;"06/01/2025 11:30";CET;50;63.00;1.26;03/08/2026
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;33.40;36.60;33.40;36.60;"03/08/2026 16:30";CET;19;669.80;36.60;03/08/2026
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;13.00;13.00;13.00;13.00;"28/09/2022 11:30";CET;2;26.00;13.00;03/08/2026
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;2.06;2.18;1.90;2.05;"03/08/2026 17:10";CET;6983;13681.56;2.05;03/08/2026
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;1.11;1.11;1.105;1.105;"03/08/2026 17:35";CET;1630;1803.77;1.105;03/08/2026
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;28.46;28.71;28.23;28.34;"03/08/2026 17:35";CET;589451;16737764.89;28.34;03/08/2026
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;2.90;2.90;2.90;2.90;"26/05/2026 09:03";CET;503;1458.70;2.90;03/08/2026
"EDUFORM ACTION";FR0010882886;ALEFA;"Euronext Growth Paris";EUR;0.30;0.30;0.30;0.30;"24/07/2026 16:41";CET;19911;5973.30;0.30;03/08/2026
EGIDE;FR0000072373;ALGID;"Euronext Growth Paris";EUR;1.02;1.02;0.96;1.01;"03/08/2026 17:35";CET;29975;29660.34;1.01;03/08/2026
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;124.30;126.00;123.85;124.95;"03/08/2026 17:35";CET;179258;22387338.88;124.95;03/08/2026
"EIFFAGE USD";FR0000130452;FGRMC;"Euronext Paris - Multi-currency Trading";USD;140.60;140.60;140.60;140.60;"30/07/2026 09:09";CET;240;33744.00;140.60;03/08/2026
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;2.55;2.625;2.465;2.49;"03/08/2026 17:37";CET;71246;179542.28;2.49;03/08/2026
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;161.40;163.60;155.40;162.60;"03/08/2026 17:35";CET;9234;1473895.60;162.60;03/08/2026
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;1.91;1.91;1.91;1.91;"29/07/2026 16:30";CET;99;189.09;1.91;03/08/2026
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;2.138;2.164;2.112;2.114;"03/08/2026 17:35";CET;276255;588117.15;2.114;03/08/2026
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;25.60;25.76;25.34;25.48;"03/08/2026 17:35";CET;277337;7076379.70;25.48;03/08/2026
ELIX;ES0105726006;MLERH;"Euronext Access Paris";EUR;2.00;2.00;2.00;2.00;"23/01/2025 12:13";CET;1;2.00;2.00;03/08/2026
EMBENTION;ES0105639001;ALUAV;"Euronext Growth Paris";EUR;41.80;41.80;41.80;41.80;"03/08/2026 16:30";CET;1;41.80;41.80;03/08/2026
EMEIS;FR001400NLM4;EMEIS;"Euronext Paris";EUR;14.64;14.77;13.89;13.96;"03/08/2026 17:35";CET;345472;4888174.19;13.96;03/08/2026
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;0.75;0.80;0.745;0.79;"03/08/2026 17:23";CET;2095;1582.85;0.79;03/08/2026
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;2.00;2.00;2.00;2.00;"03/08/2026 16:47";CET;240;480.00;2.00;03/08/2026
